strain,stress
0.0,0.0
0.26206363201294924,1.2285369512590973
0.5241272640258985,1.553994347942301
0.7861908960388477,1.974017192400206
1.048254528051797,2.4598838853178
1.3103181600647462,2.9834507535463786
1.5723817920776955,3.527434190501738
1.8344454240906447,4.082622203790584
2.096509056103594,4.644313588988335
2.358572688116543,5.210004669679372
2.6206363201294924,5.778218610605167
2.882699952142442,6.3481312713876905
3.144763584155391,6.919200130176452
3.40682721616834,7.491112972341718
3.6688908481812894,0.0
3.930954480194239,0.0
4.193018112207188,0.0
4.455081744220137,0.0
4.717145376233086,0.0
4.979209008246036,0.0
5.241272640258985,0.0
5.503336272271934,0.0
5.765399904284884,0.0
6.027463536297833,0.0
6.289527168310782,0.0
6.551590800323731,0.0
6.81365443233668,0.0
7.07571806434963,0.0
7.337781696362579,0.0
7.599845328375528,0.0
7.861908960388478,0.0
8.123972592401426,0.0
8.386036224414376,0.0
8.648099856427326,0.0
8.910163488440274,0.0
9.172227120453224,0.0
9.434290752466172,0.0
9.696354384479122,0.0
9.958418016492072,0.0
10.22048164850502,0.0
10.48254528051797,0.0
10.74460891253092,0.0
11.006672544543868,0.0
11.268736176556818,0.0
11.530799808569768,0.0
11.792863440582716,0.0
12.054927072595666,0.0
12.316990704608614,0.0
12.579054336621564,0.0
12.841117968634514,0.0
13.103181600647462,0.0
13.365245232660412,0.0
13.62730886467336,0.0
13.88937249668631,0.0
14.15143612869926,0.0
14.413499760712208,0.0
14.675563392725158,0.0
14.937627024738108,0.0
15.199690656751056,0.0
15.461754288764006,0.0
15.723817920776956,0.0
15.985881552789904,0.0
16.24794518480285,0.0
16.5100088168158,0.0
16.77207244882875,0.0
17.0341360808417,0.0
17.29619971285465,0.0
17.558263344867598,0.0
17.820326976880548,0.0
18.082390608893498,0.0
18.344454240906447,0.0
18.606517872919397,0.0
18.868581504932344,0.0
19.130645136945294,0.0
19.392708768958244,0.0
19.654772400971193,0.0
19.916836032984143,0.0
20.178899664997093,0.0
20.44096329701004,0.0
20.70302692902299,0.0
20.96509056103594,0.0
21.22715419304889,0.0
21.48921782506184,0.0
21.751281457074786,0.0
22.013345089087736,0.0
22.275408721100685,0.0
22.537472353113635,0.0
22.799535985126585,0.0
23.061599617139535,0.0
23.32366324915248,0.0
23.58572688116543,0.0
23.84779051317838,0.0
24.10985414519133,0.0
24.37191777720428,0.0
24.633981409217228,0.0
24.896045041230177,0.0
25.158108673243127,0.0
25.420172305256077,0.0
25.682235937269027,0.0
25.944299569281974,0.0
26.206363201294923,0.0
26.468426833307873,0.0
26.730490465320823,0.0
26.992554097333773,0.0
27.25461772934672,0.0
27.51668136135967,0.0
27.77874499337262,0.0
28.04080862538557,0.0
28.30287225739852,0.0
28.56493588941147,0.0
28.826999521424415,0.0
29.089063153437365,0.0
29.351126785450315,0.0
29.613190417463265,0.0
29.875254049476215,0.0
30.13731768148916,0.0
30.39938131350211,0.0
30.66144494551506,0.0
30.92350857752801,0.0
31.18557220954096,0.0
31.44763584155391,0.0
31.709699473566857,0.0
31.971763105579807,0.0
32.23382673759276,0.0
32.4958903696057,0.0
32.75795400161866,0.0
33.0200176336316,0.0
33.28208126564456,0.0
33.5441448976575,0.0
33.80620852967045,0.0
34.0682721616834,0.0
34.33033579369635,0.0
34.5923994257093,0.0
34.85446305772225,0.0
35.116526689735196,0.0
35.37859032174815,0.0
35.640653953761095,0.0
35.90271758577405,0.0
36.164781217786995,0.0
36.42684484979994,0.0
36.688908481812895,0.0
36.95097211382584,0.0
37.213035745838795,0.0
37.47509937785174,0.0
37.73716300986469,0.0
37.99922664187764,0.0
38.26129027389059,0.0
38.52335390590354,0.0
38.78541753791649,0.0
39.04748116992944,0.0
39.30954480194239,0.0
39.57160843395533,0.0
39.83367206596829,0.0
40.09573569798123,0.0
40.35779932999419,0.0
40.61986296200713,0.0
40.88192659402008,0.0
41.14399022603303,0.0
41.40605385804598,0.0
41.66811749005893,0.0
41.93018112207188,0.0
42.192244754084825,0.0
42.45430838609778,0.0
42.716372018110725,0.0
42.97843565012368,0.0
43.240499282136625,0.0
43.50256291414957,0.0
43.764626546162525,0.0
44.02669017817547,0.0
44.288753810188425,0.0
44.55081744220137,0.0
44.81288107421432,0.0
45.07494470622727,0.0
45.33700833824022,0.0
45.59907197025317,0.0
45.86113560226612,0.0
46.12319923427907,0.0
46.38526286629202,0.0
46.64732649830496,0.0
46.90939013031792,0.0
47.17145376233086,0.0
47.433517394343816,0.0
47.69558102635676,0.0
47.95764465836971,0.0
48.21970829038266,0.0
48.48177192239561,0.0
48.74383555440856,0.0
49.00589918642151,0.0
49.267962818434455,0.0
49.53002645044741,0.0
49.792090082460355,0.0
50.05415371447331,0.0
50.316217346486255,0.0
50.5782809784992,0.0
50.840344610512155,0.0
51.1024082425251,0.0
51.364471874538054,0.0
51.626535506551,0.0
51.88859913856395,0.0
