strain,stress
0.0,0.0
0.26206363201294924,0.0
0.5241272640258985,0.0
0.7861908960388477,0.0
1.048254528051797,0.0
1.3103181600647462,0.0
1.5723817920776955,0.0
1.8344454240906447,0.0
2.096509056103594,0.0
2.358572688116543,1.071132281651707
2.6206363201294924,1.0793740663440432
2.882699952142442,1.0876158510363796
3.144763584155391,1.0958576357287158
3.40682721616834,1.104099420421052
3.6688908481812894,1.112341205113388
3.930954480194239,1.1205829898057245
4.193018112207188,1.1288247744980606
4.455081744220137,1.1366065284225242
4.717145376233086,1.1442937249901821
4.979209008246036,1.1519809215578398
5.241272640258985,1.1596681181254977
5.503336272271934,1.1673553146931555
5.765399904284884,1.1750425112608134
6.027463536297833,1.182729707828471
6.289527168310782,1.190416904396129
6.551590800323731,1.1973765156439824
6.81365443233668,1.2041066631449426
7.07571806434963,1.2108368106459029
7.337781696362579,1.217566958146863
7.599845328375528,1.2242971056478233
7.861908960388478,1.2310272531487836
8.123972592401426,1.2377574006497438
8.386036224414376,1.244487548150704
8.648099856427326,1.251119709075188
8.910163488440274,1.2568471677015434
9.172227120453224,1.2625746263278987
9.434290752466172,1.2683020849542541
9.696354384479122,1.2740295435806095
9.958418016492072,1.2797570022069649
10.22048164850502,1.28548446083332
10.48254528051797,1.2912119194596754
10.74460891253092,1.2969393780860308
11.006672544543868,1.3026668367123861
11.268736176556818,1.3079147472292647
11.530799808569768,1.3127370230537658
11.792863440582716,1.317559298878267
12.054927072595666,1.322381574702768
12.316990704608614,1.3272038505272692
12.579054336621564,1.3320261263517703
12.841117968634514,1.3368484021762717
13.103181600647462,1.3416706780007728
13.365245232660412,1.346492953825274
13.62730886467336,1.351315229649775
13.88937249668631,1.3561375054742761
14.15143612869926,1.36036344805127
14.413499760712208,1.3644167796052222
14.675563392725158,1.3684701111591746
14.937627024738108,1.372523442713127
15.199690656751056,1.3765767742670791
15.461754288764006,1.3806301058210315
15.723817920776956,1.384683437374984
15.985881552789904,1.3887367689289363
16.24794518480285,1.3927901004828884
16.5100088168158,1.3968434320368408
16.77207244882875,1.4008967635907932
17.0341360808417,1.4049500951447453
17.29619971285465,1.40865049766393
17.558263344867598,1.412063316415844
17.820326976880548,1.415476135167758
18.082390608893498,1.418888953919672
18.344454240906447,1.422301772671586
18.606517872919397,1.4257145914235
18.868581504932344,1.4291274101754141
19.130645136945294,1.4325402289273281
19.392708768958244,1.4359530476792421
19.654772400971193,1.4393658664311562
19.916836032984143,1.4427786851830702
20.178899664997093,1.4461915039349842
20.44096329701004,1.4496043226868982
20.70302692902299,1.4530171414388122
20.96509056103594,1.4561398970915176
21.22715419304889,1.4590233287532
21.48921782506184,1.4619067604148823
21.751281457074786,1.4647901920765647
22.013345089087736,1.467673623738247
22.275408721100685,1.4705570553999294
22.537472353113635,1.473440487061612
22.799535985126585,1.4763239187232944
23.061599617139535,1.4792073503849767
23.32366324915248,1.4820907820466591
23.58572688116543,1.4849742137083415
23.84779051317838,1.4878576453700239
24.10985414519133,1.4907410770317062
24.37191777720428,1.4936245086933888
24.633981409217228,1.4965079403550712
24.896045041230177,1.4993913720167535
25.158108673243127,1.5020899746647198
25.420172305256077,1.504534700188442
25.682235937269027,1.506979425712164
25.944299569281974,1.5094241512358861
26.206363201294923,1.5118688767596082
26.468426833307873,1.5143136022833303
26.730490465320823,1.5167583278070524
26.992554097333773,1.5192030533307745
27.25461772934672,1.5216477788544964
27.51668136135967,1.5240925043782185
27.77874499337262,1.5265372299019406
28.04080862538557,1.5289819554256627
28.30287225739852,1.5314266809493848
28.56493588941147,1.533871406473107
28.826999521424415,1.536316131996829
29.089063153437365,1.5387608575205511
29.351126785450315,1.5412055830442732
29.613190417463265,1.5436503085679953
29.875254049476215,1.5460950340917174
30.13731768148916,1.5482549215013328
30.39938131350211,1.5503350194551473
30.66144494551506,1.5524151174089615
30.92350857752801,1.554495215362776
31.18557220954096,1.5565753133165903
31.44763584155391,1.5586554112704047
31.709699473566857,1.560735509224219
31.971763105579807,1.5628156071780335
32.23382673759276,1.564895705131848
32.4958903696057,1.5669758030856622
32.75795400161866,1.5690559010394767
33.0200176336316,1.571135998993291
33.28208126564456,1.5732160969471054
33.5441448976575,1.5752961949009197
33.80620852967045,1.5773762928547341
34.0682721616834,1.5794563908085484
34.33033579369635,1.5815364887623629
34.5923994257093,1.5836165867161773
34.85446305772225,1.5856966846699916
35.116526689735196,1.5877767826238058
35.37859032174815,1.5898568805776203
35.640653953761095,1.5918803640753318
35.90271758577405,1.5936561464024908
36.164781217786995,1.5954319287296495
36.42684484979994,1.5972077110568084
36.688908481812895,1.5989834933839673
36.95097211382584,1.600759275711126
37.213035745838795,1.6025350580382849
37.47509937785174,1.6043108403654438
37.73716300986469,1.6060866226926025
37.99922664187764,1.6078624050197614
38.26129027389059,1.60963818734692
38.52335390590354,1.611413969674079
38.78541753791649,1.613189752001238
39.04748116992944,1.6149655343283966
39.30954480194239,1.6167413166555555
39.57160843395533,1.6185170989827145
39.83367206596829,1.6202928813098731
40.09573569798123,1.622068663637032
40.35779932999419,1.623844445964191
40.61986296200713,1.6256202282913497
40.88192659402008,1.6273960106185086
41.14399022603303,1.6291717929456673
41.40605385804598,1.6309475752728262
41.66811749005893,1.632723357599985
41.93018112207188,1.6344991399271438
42.192244754084825,1.6362398051018974
42.45430838609778,1.63776097431193
42.716372018110725,1.6392821435219627
42.97843565012368,1.6408033127319952
43.240499282136625,1.6423244819420277
43.50256291414957,1.6438456511520605
43.764626546162525,1.645366820362093
44.02669017817547,1.6468879895721256
