sample_name,total_curvature,curvature_ratio,final_strain,final_stress,class
uniax_tension_ogden_dp198,-0.06753297055368744,0.0,259.255,2.28387,og
uniax_tension_ogden_dp199,-0.0908526949698839,0.09742123186298958,292.711,5.50735,og
uniax_tension_ogden_dp2,-2.2711905569409723,0.4675247528142184,49.3923,3.63231,og
uniax_tension_ogden_dp20,3.888849594082111,0.024540693767154086,8.84659,4.11603,og
uniax_tension_ogden_dp200,-0.23524512452819696,0.3491749100889577,92.0828,5.64288,og
uniax_tension_ogden_dp201,-0.04087219541193655,0.0,8903.73,3.0758,og
uniax_tension_ogden_dp202,-0.03892427506773858,0.49906804055260323,217.243,5.52654,og
uniax_tension_ogden_dp203,-1.2748586614864341,0.0,739.094,2.67143,og
uniax_tension_ogden_dp204,-0.03881343633342928,0.0072269895667787225,2873.12,4.38289,og
uniax_tension_ogden_dp205,-0.09580921360472498,0.5325809625814713,95.6595,5.67509,og
uniax_tension_ogden_dp206,-0.02762154485863593,0.29011252264091975,10524.8,4.74799,og
uniax_tension_ogden_dp207,-1.746191651175111,0.05050648403527338,175.572,2.66783,og
uniax_tension_ogden_dp208,-0.04065791773420009,0.0,177.482,2.2984,og
uniax_tension_ogden_dp209,-0.03443091157301484,0.41840658845588097,232.925,5.54697,og
uniax_tension_ogden_dp21,-0.07594981652083059,0.4252751243954003,112.386,2.70373,og
uniax_tension_ogden_dp210,-0.028144325457797145,0.8132597319541679,62.179,5.91589,og
uniax_tension_ogden_dp211,-0.016483199959269335,0.026106973627388494,1277.93,3.13115,og
uniax_tension_ogden_dp212,-0.00456436878304166,0.9208018459889941,72.946,6.05976,og
uniax_tension_ogden_dp213,1.2357719272147845,0.0,3.00919,1.58853,og
uniax_tension_ogden_dp214,-0.2809680388222578,0.037137841430141774,326.139,3.10062,og
uniax_tension_ogden_dp215,-0.06445500839026096,0.0,142.98,2.3049,og
uniax_tension_ogden_dp216,-0.008397238164816327,0.0,376.104,2.29319,og
uniax_tension_ogden_dp217,-0.014039638695223743,0.0,126.334,1.86557,og
uniax_tension_ogden_dp218,-0.1274403521173771,0.0,2422.7,3.08707,og
uniax_tension_ogden_dp219,-0.05689764292570154,0.30948598480268275,91.1008,5.8572,og
uniax_tension_ogden_dp22,-0.044920684098411545,0.0,1712.59,2.67309,og
uniax_tension_ogden_dp220,2.0639895097933514,0.09070407937569577,12.3601,6.78337,og
uniax_tension_ogden_dp221,-0.29426016503097535,0.34193610633991633,61.1071,5.68209,og
uniax_tension_ogden_dp222,-0.09847768517747953,0.0,7926.3,3.92742,og
uniax_tension_ogden_dp223,-0.07756553972659704,0.0,415.636,2.26844,og
uniax_tension_ogden_dp224,-0.19865738392607624,0.0,12353.9,5.1936,og
uniax_tension_ogden_dp225,-0.02648808621776892,0.0,492.906,2.27033,og
uniax_tension_ogden_dp226,-0.38279282284164007,0.0,6498.52,3.94164,og
uniax_tension_ogden_dp227,-0.03696292825144019,0.0012566332418179652,105.164,2.80409,og
uniax_tension_ogden_dp228,-0.06658877474361488,0.40237972555852297,101.489,5.7543,og
uniax_tension_ogden_dp229,-0.020740232483409705,0.19806522247842004,414.364,4.10169,og
uniax_tension_ogden_dp23,-0.6218532085006362,0.0,93.0715,2.26297,og
uniax_tension_ogden_dp230,-0.016016305224538663,0.2846475621478148,3016.92,5.26583,og
uniax_tension_ogden_dp231,-0.0801221552362198,0.6092808723702371,355.554,5.31753,og
uniax_tension_ogden_dp232,-0.0676800776362935,0.1125752932305277,60078.4,5.12623,og
uniax_tension_ogden_dp233,-0.1410757367909804,0.0,443.472,3.14619,og
uniax_tension_ogden_dp234,-1.302706763369183,0.0,40.5764,2.32481,og
uniax_tension_ogden_dp235,-0.02662267807619141,0.0,1987.51,2.67396,og
uniax_tension_ogden_dp236,-0.05217451016214844,0.02952082240897737,229.102,2.26735,og
uniax_tension_ogden_dp237,-0.03121648694371631,0.0,304.245,2.27879,og
uniax_tension_ogden_dp238,-0.6910118672381855,0.0,525.466,5.4763,og
uniax_tension_ogden_dp239,-0.030959923012707564,0.18055013718969506,136.105,3.72339,og
uniax_tension_ogden_dp24,-0.22353677617250237,0.05569857873361728,1736.99,5.30639,og
uniax_tension_ogden_dp240,-0.11968944244835582,0.0,159.982,5.67896,og
uniax_tension_ogden_dp241,-0.02207924569104273,0.10706140157749505,1032.88,5.39363,og
uniax_tension_ogden_dp242,-1.1086009682602693,0.0,1924.62,4.35741,og
uniax_tension_ogden_dp243,-0.6082020958448712,0.5707964807402379,26.2121,5.71382,og
uniax_tension_ogden_dp244,0.06073889752683314,0.6249197426836578,33.9215,6.21568,og
uniax_tension_ogden_dp245,-0.5272907780930518,0.6683168246964374,20.1753,5.95128,og
uniax_tension_ogden_dp246,-0.10461063480945115,0.30300635099647494,156.631,3.16331,og
uniax_tension_ogden_dp247,-1.180771142395063,0.0,3498.43,3.08312,og
uniax_tension_ogden_dp248,-0.3361664599813659,0.006682061792073087,112.802,2.26723,og
uniax_tension_ogden_dp249,0.10391082780207077,0.5806870661881606,35.6507,6.33602,og
uniax_tension_ogden_dp25,-12.058448127587091,0.0,216.125,5.30587,og
uniax_tension_ogden_dp250,-0.07276014881872364,0.09399984679658918,6038.45,5.20707,og
uniax_tension_ogden_dp251,-0.020702069960711385,0.0,104.058,1.87632,og
uniax_tension_ogden_dp252,-1.34938415063528,0.2185247674033788,62.7942,5.54159,og
uniax_tension_ogden_dp253,-1.9376051537474384,0.0,660.417,3.55139,og
uniax_tension_ogden_dp254,-0.03151652044523332,0.0,1489.76,2.6836,og
uniax_tension_ogden_dp255,-0.0444013642485915,0.2931442813774042,10936.1,5.16779,og
uniax_tension_ogden_dp256,-0.019499877022485936,0.0,147.953,1.86237,og
uniax_tension_ogden_dp257,-0.024404963366806497,0.0,124.46,1.86038,og
uniax_tension_ogden_dp258,-0.05630615663543553,0.030397034027989617,887.576,5.40808,og
uniax_tension_ogden_dp259,-0.051990825346943284,0.0,5856.54,3.07423,og
uniax_tension_ogden_dp26,-0.045932358261006924,0.0,208.674,2.30188,og
uniax_tension_ogden_dp260,7.353284958592235,0.0,3.33494,2.87418,og
uniax_tension_ogden_dp261,-0.04633828616357797,0.33854032660143574,151.733,5.74379,og
uniax_tension_ogden_dp262,-0.052352637242039354,0.5931970693751722,116.122,5.58499,og
uniax_tension_ogden_dp263,-0.4189557253655041,0.0,34.8272,2.32281,og
uniax_tension_ogden_dp264,-0.12947312365437627,0.0173622274101934,13034.9,5.17679,og
uniax_tension_ogden_dp265,-0.04623637838589825,0.06157676098568712,673.953,5.49659,og
uniax_tension_ogden_dp266,-0.42701730043354913,0.005668926835647003,125.22,2.71013,og
uniax_tension_ogden_dp267,-0.09094120980576859,0.006637018494108551,63.3829,2.80763,og
uniax_tension_ogden_dp268,-0.017267583243247397,0.6563167008225774,124.986,5.82193,og
uniax_tension_ogden_dp269,-0.06973735977267263,0.0,7225.43,3.0758,og
uniax_tension_ogden_dp27,-0.015962445700243594,0.32802164751196783,515.033,5.53576,og
uniax_tension_ogden_dp28,-0.35396700897349703,0.0,932.313,3.09232,og
uniax_tension_ogden_dp29,-0.023428422251011383,0.0,1265.49,2.67957,og
uniax_tension_ogden_dp3,1.6474948043860607,0.0,23.4753,7.23753,og
uniax_tension_ogden_dp30,-0.34514813979498304,0.03217255208321274,58.8177,3.22285,og
uniax_tension_ogden_dp31,-2.4307670576940112,0.0,3939.8,3.07754,og
uniax_tension_ogden_dp32,-0.02672485545506203,0.5146068993598542,343.277,5.31978,og
uniax_tension_ogden_dp33,-0.019997218491079178,0.0,705.153,2.27068,og
uniax_tension_ogden_dp34,-0.14797302023675382,0.29829716647923676,263.818,5.41357,og
uniax_tension_ogden_dp35,-0.032354786230042495,0.050382424653578645,2740.64,4.83457,og
uniax_tension_ogden_dp36,-0.03157346028549306,0.0,171.671,2.77852,og
uniax_tension_ogden_dp38,-0.10084452724346163,0.34769069284396603,93.3574,3.19131,og
uniax_tension_ogden_dp39,-0.030264378599086778,0.00684019119077184,1040.73,4.92064,og
uniax_tension_ogden_dp4,-0.023493674077705425,0.0,236.359,2.30124,og
uniax_tension_ogden_dp40,-0.029145462604949574,0.0,112.662,2.32037,og
uniax_tension_ogden_dp41,-0.022624487448033068,0.0,298.789,2.29354,og
uniax_tension_ogden_dp42,-2.8160185433635894,0.0,1115.66,5.34395,og
uniax_tension_ogden_dp43,0.026498051660906054,0.6178432500910046,63.2607,6.25894,og
uniax_tension_ogden_dp44,-0.02237185477473825,0.0,358.497,2.28158,og
uniax_tension_ogden_dp45,-0.11777124857432292,0.2364231578190037,591.786,5.38089,og
uniax_tension_ogden_dp46,-0.08241715001165381,0.551317362141388,54.1765,5.90859,og
uniax_tension_ogden_dp47,-0.04455275661824663,0.12750116942138442,18752.0,5.16638,og
uniax_tension_ogden_dp48,-1.0349139667088494,0.0,33.3125,2.33192,og
uniax_tension_ogden_dp49,-0.5346054028977537,0.028940361275529895,5506.13,5.18685,og
uniax_tension_ogden_dp5,-7.826317112744888,0.0,179.626,5.36209,og
uniax_tension_ogden_dp50,-0.011264419303366743,0.0,829.58,2.26883,og
uniax_tension_ogden_dp51,-0.13903253868203333,0.0,89.8603,1.85784,og
uniax_tension_ogden_dp52,-0.051864019852383585,0.38532329993972314,146.324,4.59809,og
uniax_tension_ogden_dp53,-0.02289023786240239,0.0,724.672,2.26686,og
uniax_tension_ogden_dp54,-0.032059632987172335,0.0,310.544,2.29107,og
uniax_tension_ogden_dp55,-0.053064662812586275,0.33738180259553685,653.77,4.88015,og
uniax_tension_ogden_dp56,-0.019955149106275966,0.0,6498.19,3.08436,og
uniax_tension_ogden_dp57,-0.9840400757947179,0.0,16770.9,5.16206,og
uniax_tension_ogden_dp58,5.928815297724994,0.0,3.53906,2.27413,og
uniax_tension_ogden_dp59,-0.07100974424707306,0.4910079541715112,158.526,5.59997,og
uniax_tension_ogden_dp6,-0.046989197261592515,0.0,117.306,1.86044,og
uniax_tension_ogden_dp60,-0.307615937485256,0.0,162.233,2.26125,og
uniax_tension_ogden_dp61,-0.04746917288227794,0.09820805977368026,896.487,5.43003,og
uniax_tension_ogden_dp62,-0.9871913667846173,0.5647028594243985,27.569,4.61254,og
uniax_tension_ogden_dp63,-0.011720465349110372,0.0,108629.0,5.15018,og
uniax_tension_ogden_dp64,-0.05360199288533417,0.0,2463.73,5.30773,og
uniax_tension_ogden_dp65,-0.05465358743803925,0.04738065533135994,1765.68,5.31135,og
uniax_tension_ogden_dp66,-0.04244982990824537,0.6836688846540938,935.485,5.21907,og
uniax_tension_ogden_dp67,-0.012553459308732619,0.0,241.021,1.85452,og
uniax_tension_ogden_dp68,0.3553032159265932,0.07030531297460761,32.85,6.75602,og
uniax_tension_ogden_dp69,-0.20753085372978164,0.11376049742622966,138.978,5.59831,og
uniax_tension_ogden_dp7,-0.14561307662514522,0.546255351617444,79.7677,5.69769,og
uniax_tension_ogden_dp70,-0.020586711094855693,0.0,36324.4,5.17887,og
uniax_tension_ogden_dp71,-0.04807912098773786,0.0,119.72,1.85544,og
uniax_tension_ogden_dp72,-0.024260700418783865,0.0,164.737,1.8556,og
uniax_tension_ogden_dp73,-0.08625622928968722,0.0,82.1757,2.30599,og
uniax_tension_ogden_dp74,-2.416347855597519,0.0,665.105,3.13229,og
uniax_tension_ogden_dp75,-0.028317998106159994,0.0,465.28,2.27125,og
uniax_tension_ogden_dp76,-0.16176042159086285,0.0,3870.09,3.51443,og
uniax_tension_ogden_dp77,-0.016726809103742198,0.06311470897577899,3080.02,4.88472,og
uniax_tension_ogden_dp78,-0.012492686079148134,0.0,66.398,1.91474,og
uniax_tension_ogden_dp79,-0.3905394621837685,0.14998427109955556,4008.41,4.32627,og
uniax_tension_ogden_dp8,-0.07937746771154036,0.07398979427705862,2256.23,5.27797,og
uniax_tension_ogden_dp80,-0.24263307452887806,0.7901516944800954,28.3461,5.78098,og
uniax_tension_ogden_dp81,-0.05188020104800498,0.0,20.2741,1.44867,og
uniax_tension_ogden_dp82,-0.1386685218041136,0.17866268001352822,77.0043,3.71659,og
uniax_tension_ogden_dp83,-0.09251452815199564,0.0,111.473,1.85227,og
uniax_tension_ogden_dp84,-0.040809518382768147,0.0,111.681,1.86173,og
uniax_tension_ogden_dp85,-0.06725367855537903,0.5934451665665381,74.5718,5.81812,og
uniax_tension_ogden_dp86,-0.2957142412946004,0.06730359529400799,3152.67,4.34978,og
uniax_tension_ogden_dp87,-0.07211011450502858,0.0,1708.27,5.33352,og
uniax_tension_ogden_dp88,-0.03259996870427289,0.010814567794768314,383.615,2.26305,og
uniax_tension_ogden_dp89,-0.010220177661201497,0.0,13562.9,3.07644,og
uniax_tension_ogden_dp9,-0.29677451127686616,0.0,18048.7,3.47561,og
uniax_tension_ogden_dp90,-0.021188341666371707,0.0,6885.62,4.82844,og
uniax_tension_ogden_dp91,-0.1146072533923904,0.6475539154805449,67.9381,5.60726,og
uniax_tension_ogden_dp92,-0.013234439888013368,0.0,12122.3,5.23243,og
uniax_tension_ogden_dp93,-0.015303964714136664,0.04701975311613469,863.54,3.12789,og
uniax_tension_ogden_dp94,-0.15577767743837403,0.0,21.8178,1.91709,og
uniax_tension_ogden_dp95,-0.26973733062799343,0.12002311720808223,117.169,2.27826,og
uniax_tension_ogden_dp96,-0.020319092772985027,0.0,104.348,2.35252,og
uniax_tension_ogden_dp97,-0.012075177743265735,0.04764900067719272,178.873,3.29058,og
uniax_tension_ogden_dp98,-0.08441335419772453,0.0,98.2274,1.85998,og
uniax_tension_ogden_dp99,-0.0638704706874624,0.07169723705366482,191.83,5.63458,og
