sample_name,total_curvature,curvature_ratio,final_strain,class
uniax_compression_ogden_dp57,-9.89344618992549,0.0,-18.2827,og
uniax_compression_ogden_dp58,-1.1970846216149937,0.0,-10.3378,og
uniax_compression_ogden_dp59,-0.36465557998988657,0.0,-78.5158,og
uniax_compression_ogden_dp6,-0.5878665503351896,0.0,-23.5989,og
uniax_compression_ogden_dp60,-2.3394327658873655,0.0,-22.0877,og
uniax_compression_ogden_dp61,-0.3251250643044274,0.0,-138.789,og
uniax_compression_ogden_dp62,-5.99428802841246,0.0,-3.60007,og
uniax_compression_ogden_dp63,-0.10364535245908776,0.0,-212.226,og
uniax_compression_ogden_dp64,-0.5220186161768424,0.0,-37.0926,og
uniax_compression_ogden_dp65,-0.4629632396968795,0.0,-34.7391,og
uniax_compression_ogden_dp66,-0.15090323701377567,0.0,-44.5014,og
uniax_compression_ogden_dp67,-0.12979940339581647,0.0,-57.5367,og
uniax_compression_ogden_dp68,-0.1706976714560471,0.0,-27.6221,og
uniax_compression_ogden_dp69,-1.6093343621049192,0.0,-53.5759,og
uniax_compression_ogden_dp7,-0.737307711510405,0.0,-58.5323,og
uniax_compression_ogden_dp70,-0.15582859196023632,0.0,-155.73,og
uniax_compression_ogden_dp71,-0.4976594514808678,0.0,-29.453,og
uniax_compression_ogden_dp72,-0.2616534430543351,0.0,-34.1721,og
uniax_compression_ogden_dp73,-0.8593875837343931,0.0,-10.0491,og
uniax_compression_ogden_dp74,-25.45891811664488,0.0,-39.7785,og
uniax_compression_ogden_dp75,-0.29720903675768984,0.0,-31.6354,og
uniax_compression_ogden_dp76,-2.5304262263378967,0.009248047444170751,-26.671,og
uniax_compression_ogden_dp77,-0.11657361890787567,0.0,-244.492,og
uniax_compression_ogden_dp78,-0.1420127692196536,0.0,-23.6773,og
uniax_compression_ogden_dp79,-1.7918237476368957,0.0,-134.451,og
uniax_compression_ogden_dp8,-0.5912731110855491,0.0,-51.1369,og
uniax_compression_ogden_dp80,-1.0076771434345912,0.0,-23.4848,og
uniax_compression_ogden_dp81,-0.9275717927676365,0.04528561714769679,-19.5662,og
uniax_compression_ogden_dp82,-1.2020071089811593,0.0,-10.079,og
uniax_compression_ogden_dp83,-1.1388362234989948,0.0,-18.5394,og
uniax_compression_ogden_dp84,-0.5036642184719453,0.0,-18.568,og
uniax_compression_ogden_dp85,-0.47829348453484744,0.0,-39.9149,og
uniax_compression_ogden_dp86,-1.6368521432046659,0.0,-121.016,og
uniax_compression_ogden_dp87,-0.6997621179857312,0.0,-40.034,og
uniax_compression_ogden_dp88,-0.2563742321889387,0.0,-38.2338,og
uniax_compression_ogden_dp89,-0.08208467767376298,0.0,-339.82,og
uniax_compression_ogden_dp9,-4.948493351164252,0.00033743328842687667,-48.0371,og
uniax_compression_ogden_dp90,-0.16602688085522513,0.0,-250.604,og
uniax_compression_ogden_dp91,-0.6659426346155751,0.0,-35.423,og
uniax_compression_ogden_dp92,-0.1395687312780937,0.0,-71.1644,og
uniax_compression_ogden_dp93,-0.1226923711273661,0.0,-113.254,og
uniax_compression_ogden_dp94,-2.085905442172109,0.0014343233471467373,-6.71187,og
uniax_compression_ogden_dp95,-1.4908676412482138,0.0,-18.908,og
uniax_compression_ogden_dp96,-0.225608774205597,0.0,-17.9432,og
uniax_compression_ogden_dp97,-0.11966687246262148,0.0,-22.7951,og
uniax_compression_ogden_dp98,-1.1236830067748718,0.0,-14.6013,og
uniax_compression_ogden_dp99,-0.6485316028624525,0.0,-11.7027,og
