sample_name,total_curvature,curvature_ratio,final_strain,final_stress,class
biax_tension_ogden_dp127,-0.018956239402907905,0.09401213738677115,262.924,3.87374,og
biax_tension_ogden_dp128,-0.03208489680059028,0.0,928.935,2.38194,og
biax_tension_ogden_dp129,-0.0908885773038785,0.0,40960.4,4.20238,og
biax_tension_ogden_dp13,-0.02691904279335087,0.04225686060320797,2042.14,5.84998,og
biax_tension_ogden_dp130,-0.03509972972095249,0.0,295.574,2.81957,og
biax_tension_ogden_dp131,-0.04131384635097624,0.0,1591.95,2.35533,og
biax_tension_ogden_dp132,-0.12691976211453673,0.0,11.4247,1.49151,og
biax_tension_ogden_dp133,-0.12980543615180284,0.0,839.061,3.26335,og
biax_tension_ogden_dp134,-0.018539715880821234,0.6976086217550501,121.981,6.86341,og
biax_tension_ogden_dp135,-0.16489390037113763,0.6061672683641828,50.8879,6.79849,og
biax_tension_ogden_dp136,-0.8941714478830799,0.07865920817895054,99.66,3.79326,og
biax_tension_ogden_dp137,-0.06321050922249175,0.0,770.444,2.37043,og
biax_tension_ogden_dp138,-0.025318809638756587,0.4166903445513389,380.903,6.28695,og
biax_tension_ogden_dp139,-0.14998730485596531,0.0,117855.0,5.64535,og
biax_tension_ogden_dp14,-0.04643801461853822,0.028877814347469742,6217.59,5.79415,og
biax_tension_ogden_dp140,-0.0708715920025986,0.0,51.0021,1.9289,og
biax_tension_ogden_dp141,-0.017187160392648775,0.0,7175.1,5.85311,og
biax_tension_ogden_dp142,0.9935557800406886,0.009164652212336474,24.849,9.13832,og
biax_tension_ogden_dp143,-0.032477237485357885,0.005334326589361924,18489.8,5.65954,og
biax_tension_ogden_dp144,-0.26774222331118125,0.0,96.1821,1.9076,og
biax_tension_ogden_dp145,-0.058784614452994474,0.023872539261035088,2005.79,3.24061,og
biax_tension_ogden_dp146,-0.15976803371684428,0.49518325434807875,1229.83,5.62515,og
biax_tension_ogden_dp147,-0.16017812331296516,0.0,45.2896,2.98804,og
biax_tension_ogden_dp148,-0.05470683172318018,0.0,20152.3,5.68959,og
biax_tension_ogden_dp149,-0.060483371739963376,0.42882959363847073,384.953,5.90306,og
biax_tension_ogden_dp15,0.020175242175658577,0.9396222968302903,32.9116,7.42213,og
biax_tension_ogden_dp150,-0.3608032245739979,0.0,70583.6,5.60224,og
biax_tension_ogden_dp151,-0.039775179372945356,0.3031983268339595,246.785,6.34897,og
biax_tension_ogden_dp152,-0.6889902216163325,0.0,1121.76,6.09607,og
biax_tension_ogden_dp153,-0.0648383015252103,0.669814765059941,72.8943,6.72537,og
biax_tension_ogden_dp154,-0.11947656258433116,0.0,198.25,3.32496,og
biax_tension_ogden_dp155,-1.3291212785665638,0.09921289088287573,68.125,6.43257,og
biax_tension_ogden_dp156,0.12299490806072684,0.5497073530124108,38.1333,7.94256,og
biax_tension_ogden_dp157,-0.22140789313575918,0.0,620.694,2.36562,og
biax_tension_ogden_dp158,-1.3295271760812932,0.3526105249819281,2348.09,5.55476,og
biax_tension_ogden_dp159,-0.4509699586013652,0.0,6569.64,5.65402,og
biax_tension_ogden_dp16,-0.12706003046256906,0.42803749108248984,187.932,6.29094,og
biax_tension_ogden_dp160,-0.036876173075136964,0.01894287058773535,2589.67,5.97653,og
biax_tension_ogden_dp161,-0.027068335746925503,0.01888405053509962,155.638,3.42631,og
biax_tension_ogden_dp162,-0.6364806620628616,0.0,25.2431,1.93491,og
biax_tension_ogden_dp163,-0.01643214597062773,0.0,114.386,2.42567,og
biax_tension_ogden_dp164,-0.02700651486721828,0.14837993814505826,4503.14,4.63452,og
biax_tension_ogden_dp165,-0.2968957113196373,0.0,368.755,6.28846,og
biax_tension_ogden_dp166,0.007045851003203243,0.9391662855294706,60.545,7.46525,og
biax_tension_ogden_dp167,-0.012142368637333596,0.0,198.748,1.91461,og
biax_tension_ogden_dp168,0.21066701530778495,0.21073483401007187,35.7599,7.99255,og
biax_tension_ogden_dp169,-0.06556001096131794,0.018930352299123255,119.926,2.84327,og
biax_tension_ogden_dp17,-0.011870105689926053,0.0,20807.2,3.28273,og
biax_tension_ogden_dp170,-0.39232555136518765,0.0,2686.19,3.28045,og
biax_tension_ogden_dp171,-0.02835524278709429,0.2560369286298623,502.191,6.24279,og
biax_tension_ogden_dp172,-0.3042869546487224,0.014263181740876936,1132.52,5.99251,og
biax_tension_ogden_dp173,-0.013512545901528715,0.0,1686.64,2.35001,og
biax_tension_ogden_dp174,-0.011636013730068551,0.055118070871867916,3792.69,5.97606,og
biax_tension_ogden_dp175,-0.047010371089502775,0.0004442582585374268,1049.8,3.2906,og
biax_tension_ogden_dp176,-0.024701394425422428,0.2884216609687212,380.653,6.41171,og
biax_tension_ogden_dp177,-0.06742369189401308,0.0,46.1347,1.94704,og
biax_tension_ogden_dp178,-0.018191398604833483,0.0,533.875,2.34957,og
biax_tension_ogden_dp179,-0.029881994730183034,0.0,9073.67,5.83738,og
biax_tension_ogden_dp18,-0.055644233018900036,0.42031214071909123,219.294,6.16683,og
biax_tension_ogden_dp180,0.02361034803765867,0.7316667455033047,67.514,7.72693,og
biax_tension_ogden_dp181,-0.04295982111448044,0.2154517170089624,1241.21,5.83123,og
biax_tension_ogden_dp182,-0.15308653136291764,0.0,22.1308,1.9933,og
biax_tension_ogden_dp183,-0.3236817936255416,0.0,416.83,2.36475,og
biax_tension_ogden_dp184,-0.05850616258193299,0.0,227744.0,4.64025,og
biax_tension_ogden_dp185,-0.053196289158289105,0.06104778411127652,2104.48,5.6854,og
biax_tension_ogden_dp186,-0.08105185141091684,0.0,549.092,2.3622,og
biax_tension_ogden_dp187,-6.100685824312798,0.0,229721.0,5.53392,og
biax_tension_ogden_dp188,-0.061413350168052994,0.0,7488.14,3.73087,og
biax_tension_ogden_dp189,-0.035157270883981996,0.48953897695248144,182.047,6.58341,og
biax_tension_ogden_dp19,0.1008049682968391,0.7075621697617238,36.2037,7.99569,og
biax_tension_ogden_dp190,-0.00748778844788814,0.0,5069.35,2.82781,og
biax_tension_ogden_dp191,-0.047548523114602906,0.0,31363.2,5.74646,og
biax_tension_ogden_dp192,-0.869517557023435,0.0,4.31631,1.48495,og
biax_tension_ogden_dp193,-12.052849767959163,0.0,811.682,2.83335,og
biax_tension_ogden_dp194,-0.03399614694156145,0.241360063567128,3503.2,4.64386,og
