sample_name,total_curvature,curvature_ratio,final_strain,class
simple_shear_ogden_dp53,-0.04326485148925825,0.0,502.09,og
simple_shear_ogden_dp54,-0.06517761124457619,0.0,319.389,og
simple_shear_ogden_dp55,-0.059624362023644045,0.0,65.8764,og
simple_shear_ogden_dp56,-0.027052956169859622,0.0,721.729,og
simple_shear_ogden_dp57,-1.6758844772697867,0.0,103.337,og
simple_shear_ogden_dp58,0.02130583230676325,0.8367343930488919,21.6544,og
simple_shear_ogden_dp59,-0.06111676533376018,0.0,136.719,og
simple_shear_ogden_dp6,-0.0947803285588848,0.0,384.832,og
simple_shear_ogden_dp60,-0.39009618222255166,0.0,138.17,og
simple_shear_ogden_dp61,-0.054470764370972466,0.0,283.623,og
simple_shear_ogden_dp62,-0.7235862460853764,0.100467922516011,10.9693,og
simple_shear_ogden_dp63,-0.017098252173446474,0.0,655.433,og
simple_shear_ogden_dp64,-0.0848835606496725,0.0,147.869,og
simple_shear_ogden_dp65,-0.07565053608699517,0.0,123.019,og
simple_shear_ogden_dp66,-0.021993594149131657,0.0022145179376698767,89.6432,og
simple_shear_ogden_dp67,-0.021245346829862507,0.0,746.52,og
simple_shear_ogden_dp68,-0.013618116049696186,0.1213860252837052,64.894,og
simple_shear_ogden_dp69,-0.26785901091205394,0.0,110.217,og
simple_shear_ogden_dp7,-0.12391231718218633,0.0,98.1905,og
simple_shear_ogden_dp70,-0.0260100287796493,0.0,462.316,og
simple_shear_ogden_dp71,-0.0812336189300799,0.0,401.294,og
simple_shear_ogden_dp72,-0.042613385930868206,0.0,523.703,og
simple_shear_ogden_dp73,-0.1436884263745748,0.0,91.3621,og
simple_shear_ogden_dp75,-0.04845740346208139,0.0,356.08,og
simple_shear_ogden_dp76,-0.4017950306911884,0.0,219.619,og
simple_shear_ogden_dp77,-0.019581764982000902,0.0,514.858,og
simple_shear_ogden_dp78,-0.02361928886385388,0.0,218.892,og
simple_shear_ogden_dp79,-0.3137457571384438,0.0,254.633,og
simple_shear_ogden_dp8,-0.09794137116932346,0.0,143.956,og
simple_shear_ogden_dp80,-0.15997926629107034,0.0,45.8159,og
simple_shear_ogden_dp81,-0.14590176750172054,0.0,514.244,og
simple_shear_ogden_dp82,-0.1905080333237807,0.0,41.0662,og
simple_shear_ogden_dp83,-0.18411575610384764,0.0,364.098,og
simple_shear_ogden_dp84,-0.081586098808477,0.0,357.309,og
simple_shear_ogden_dp85,-0.0773475127180494,0.0,79.5825,og
simple_shear_ogden_dp86,-0.30288524942495176,0.0,250.341,og
simple_shear_ogden_dp87,-0.1141000434924269,0.0,142.177,og
simple_shear_ogden_dp88,-0.04242896547627916,0.0,288.799,og
simple_shear_ogden_dp89,-0.013756757583016116,0.0,1126.59,og
simple_shear_ogden_dp9,-0.79284830605983,0.0,360.149,og
simple_shear_ogden_dp90,-0.027710494362185135,0.0,570.115,og
simple_shear_ogden_dp91,-0.10829461795040403,0.0,75.208,og
simple_shear_ogden_dp92,-0.022637694161537488,0.0,320.225,og
simple_shear_ogden_dp93,-0.02028420328310113,0.0,336.204,og
simple_shear_ogden_dp94,-0.3405147633534568,0.0,74.2765,og
simple_shear_ogden_dp95,-0.25207794612495293,0.0,114.484,og
simple_shear_ogden_dp96,-0.0375199032508536,0.0,147.484,og
simple_shear_ogden_dp97,-0.019603504911758593,0.0,127.078,og
simple_shear_ogden_dp98,-0.18105944598980422,0.0,318.4,og
simple_shear_ogden_dp99,-0.10204992145076361,0.0008831564436879786,55.6817,og
